Value,REG_CODE_7,REG_NAME_7,MVG_NAME,MVS_NAME,count,pct,count.Extant,pct.Extant,EFG_DK,EFG_IBRA_MVS,EFG_IBRA_MVG,EGF_CM,EFG_combined
700,DEU,Desert Uplands,Eucalypt Open Woodlands,Eucalyptus open woodlands with shrubby understorey,63479,0.0083,792278,0.1031,"T4.2, 0.4; T4.3, 0.6","T4.2, 0.4; T4.3, 0.6","T4.3, 0.55; T4.2, 0.45",,"T4.2, 0.4; T4.3, 0.6"
701,DEU,Desert Uplands,Eucalypt Open Woodlands,Eucalyptus open woodlands with a grassy understorey,4482369,0.5834,,,,,"T4.3, 0.55; T4.2, 0.45",,"T4.3, 0.55; T4.2, 0.45"
702,DEU,Desert Uplands,Other Shrublands,Melaleuca shrublands and open shrublands,40997,0.0053,20647,0.0027,T4.2,T4.2,T4.2,,T4.2
703,DEU,Desert Uplands,Acacia Open Woodlands,Mulga (Acacia aneura) open woodlands and sparse shrublands with hummock grass,5048,0.0007,2162,0.0003,T5.3,T5.3,"T4.3, 0.8; T5.3, 0.2",,T5.3
704,DEU,Desert Uplands,Eucalypt Open Woodlands,Eucalyptus low open woodlands with a shrubby understorey,20907,0.0027,7757,0.001,T4.2,T4.2,"T4.3, 0.55; T4.2, 0.45",,T4.2
705,DEU,Desert Uplands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",2958,0.0004,5400,0.0007,TF1.4,TF1.4,TF1.5,,TF1.4
706,DEU,Desert Uplands,Other Open Woodlands,Callitris open woodlands,1289,0.0002,,,,,,,
707,DEU,Desert Uplands,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a tussock grass understorey,226,0,,,,,,,
708,DEU,Desert Uplands,Other Open Woodlands,Melaleuca open woodlands,3383,0.0004,,,,,,,
709,DEU,Desert Uplands,Other Open Woodlands,Other open woodlands,23677,0.0031,,,,,,,
710,DMR,Davenport Murchison Ranges,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,21082,0.0027,20968,0.0027,T4.2,T4.2,T4.2,,T4.2
711,DMR,Davenport Murchison Ranges,Eucalypt Open Woodlands,Eucalyptus low open woodlands with hummock grass,4622833,0.6017,3509522,0.4566,T4.3,T4.3,T4.3,,T4.3
712,DMR,Davenport Murchison Ranges,Eucalypt Open Woodlands,Eucalyptus low open woodlands with tussock grass,295246,0.0384,295147,0.0384,T4.2,T4.2,T4.3,,T4.2
713,DMR,Davenport Murchison Ranges,Acacia Open Woodlands,Mulga (Acacia aneura) woodlands +/- tussock grass +/- forbs,100646,0.0131,,,,T5.3,T5.3,,T5.3
714,DMR,Davenport Murchison Ranges,Acacia Shrublands,Mulga (Acacia aneura) woodlands +/- tussock grass +/- forbs,12424,0.0016,113070,0.0147,T5.3,T5.3,T5.3,,T5.3
715,DMR,Davenport Murchison Ranges,Hummock Grasslands,Hummock grasslands,500557,0.0652,500545,0.0651,T5.3,T5.3,T5.3,,T5.3
716,DMR,Davenport Murchison Ranges,Tussock Grasslands,Mitchell grass (Astrebla) tussock grasslands,46336,0.006,46238,0.006,"T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1",,"T4.5, 0.9; T5.1, 0.1"
717,DMR,Davenport Murchison Ranges,"Other Grasslands, Herblands, Sedgelands and Rushlands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",4,0,4,0,F2.3,F2.3,F2.3,,F2.3
718,DMR,Davenport Murchison Ranges,"Chenopod Shrublands, Samphire Shrublands and Forblands","Mixed chenopod, samphire +/- forbs",561,0.0001,561,0.0001,F2.7,F2.7,F2.7,,F2.7
719,DMR,Davenport Murchison Ranges,Acacia Open Woodlands,Mulga (Acacia aneura) open woodlands and sparse shrublands +/- tussock grass,127285,0.0166,127285,0.0166,T5.3,T5.3,T5.3,,T5.3
720,DMR,Davenport Murchison Ranges,Acacia Shrublands,Mulga (Acacia aneura) open woodlands and sparse shrublands with hummock grass,73663,0.0096,72435,0.0094,T5.3,T5.3,T5.3,,T5.3
721,DMR,Davenport Murchison Ranges,Eucalypt Open Woodlands,Eucalyptus (+/- low) open woodlands with a chenopod or samphire understorey,4343,0.0006,4343,0.0006,TF1.5,TF1.5,T4.3,,TF1.5
722,DMR,Davenport Murchison Ranges,Other Open Woodlands,Other open woodlands,74,0,74,0,T4.2,T4.2,T4.2,,T4.2
723,DRP,Darling Riverine Plains,Eucalypt Open Forests,Eucalyptus open forests with a shrubby understorey,352323,0.0459,283351,0.0369,"TF1.2, 0.7; TF1.5, 0.3","TF1.2, 0.7; TF1.5, 0.3","TF1.2, 0.7; TF1.5, 0.3",,"TF1.2, 0.7; TF1.5, 0.3"
724,DRP,Darling Riverine Plains,Eucalypt Woodlands,Eucalyptus open forests with a shrubby understorey,12,0,,,,"TF1.2, 0.7; TF1.5, 0.3",TF1.5,,"TF1.2, 0.7; TF1.5, 0.3"
725,DRP,Darling Riverine Plains,Acacia Forests and Woodlands,Eucalyptus open forests with a shrubby understorey,1,0,,,,"TF1.2, 0.7; TF1.5, 0.3","T1.2, 0.2; T5.6, 0.8",,"TF1.2, 0.7; TF1.5, 0.3"
726,DRP,Darling Riverine Plains,Eucalypt Open Woodlands,Eucalyptus open forests with a shrubby understorey,25,0,,,,"TF1.2, 0.7; TF1.5, 0.3",TF1.5,,"TF1.2, 0.7; TF1.5, 0.3"
727,DRP,Darling Riverine Plains,Eucalypt Open Forests,Eucalyptus open forests with a grassy understorey,83612,0.0109,83612,0.0109,TF1.5,TF1.5,"TF1.2, 0.7; TF1.5, 0.3",,TF1.5
728,DRP,Darling Riverine Plains,Eucalypt Woodlands,Eucalyptus open forests with a grassy understorey,488581,0.0636,488540,0.0636,TF1.5,TF1.5,TF1.5,,TF1.5
729,DRP,Darling Riverine Plains,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,2347935,0.3056,1667920,0.217,TF1.5,TF1.5,TF1.5,,TF1.5
730,DRP,Darling Riverine Plains,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,732699,0.0954,120162,0.0156,T5.6,T5.6,TF1.5,,T5.6
731,DRP,Darling Riverine Plains,Callitris Forests and Woodlands,Callitris forests and woodlands,209183,0.0272,74076,0.0096,T5.6,T5.6,T5.6,,T5.6
732,DRP,Darling Riverine Plains,Acacia Forests and Woodlands,Brigalow (Acacia harpophylla) forests and woodlands,180480,0.0235,116595,0.0152,"T1.2, 0.2; T5.6, 0.8","T1.2, 0.2; T5.6, 0.8","T1.2, 0.2; T5.6, 0.8",,"T1.2, 0.2; T5.6, 0.8"
733,DRP,Darling Riverine Plains,Acacia Forests and Woodlands,Other Acacia forests and woodlands,44941,0.0058,61028,0.0079,T5.6,T5.6,"T1.2, 0.2; T5.6, 0.8",,T5.6
734,DRP,Darling Riverine Plains,Other Forests and Woodlands,Other forests and woodlands,1070,0.0001,29593,0.0038,T4.5,T4.5,T4.5,,T4.5
735,DRP,Darling Riverine Plains,Eucalypt Open Woodlands,Eucalyptus low open woodlands with tussock grass,271244,0.0353,47590,0.0062,T4.2,T4.2,TF1.5,,T4.2
736,DRP,Darling Riverine Plains,Acacia Forests and Woodlands,Mulga (Acacia aneura) woodlands +/- tussock grass +/- forbs,4915,0.0006,1676,0.0002,T5.3,T5.3,"T1.2, 0.2; T5.6, 0.8",,T5.3
737,DRP,Darling Riverine Plains,Acacia Shrublands,Mulga (Acacia aneura) woodlands +/- tussock grass +/- forbs,55005,0.0072,54525,0.0071,T5.3,T5.3,T5.3,,T5.3
738,DRP,Darling Riverine Plains,Acacia Shrublands,Other Acacia tall open shrublands and [tall] shrublands,19,0,22021,0.0029,"T5.6, 0.6; TF1.5, 0.4","T5.6, 0.6; TF1.5, 0.4",T5.3,,"T5.6, 0.6; TF1.5, 0.4"
739,DRP,Darling Riverine Plains,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with chenopods,22002,0.0029,,,,"T5.1, 0.4; T5.3, 0.6",T5.3,,"T5.1, 0.4; T5.3, 0.6"
740,DRP,Darling Riverine Plains,"Chenopod Shrublands, Samphire Shrublands and Forblands",Acacia (+/- low) open woodlands and shrublands with chenopods,160791,0.0209,160574,0.0209,"T5.1, 0.4; T5.3, 0.6","T5.1, 0.4; T5.3, 0.6",T5.1,,"T5.1, 0.4; T5.3, 0.6"
741,DRP,Darling Riverine Plains,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,18640,0.0024,1366,0.0002,TF1.5,TF1.5,TF1.5,,TF1.5
742,DRP,Darling Riverine Plains,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,43,0,43,0,T5.3,TF1.5,T5.3,,T5.3
743,DRP,Darling Riverine Plains,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,17600,0.0023,17514,0.0023,T4.4,T4.4,T4.4,,T4.4
744,DRP,Darling Riverine Plains,Mallee Woodlands and Shrublands,Mallee with hummock grass,8568,0.0011,8568,0.0011,T5.6,T5.6,T5.6,,T5.6
745,DRP,Darling Riverine Plains,Mallee Woodlands and Shrublands,Mallee with a dense shrubby understorey,5574,0.0007,5574,0.0007,T5.6,T5.6,T5.6,,T5.6
746,DRP,Darling Riverine Plains,"Chenopod Shrublands, Samphire Shrublands and Forblands",Saltbush and bluebush shrublands,988931,0.1287,374875,0.0488,T5.1,T5.1,T5.1,,T5.1
747,DRP,Darling Riverine Plains,Other Shrublands,Other shrublands,219722,0.0286,219702,0.0286,TF1.5,TF1.5,TF1.5,,TF1.5
748,DRP,Darling Riverine Plains,Hummock Grasslands,Hummock grasslands,27,0,1,0,T5.3,T5.3,T5.3,,T5.3
749,DRP,Darling Riverine Plains,Tussock Grasslands,Mitchell grass (Astrebla) tussock grasslands,668602,0.087,245708,0.032,"T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1",,"T4.5, 0.9; T5.1, 0.1"
750,DRP,Darling Riverine Plains,Tussock Grasslands,Blue grass (Dicanthium) and tall bunch grass (Vitiveria syn: Chrysopogon) tussock grasslands,14644,0.0019,9672,0.0013,"T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1",,"T4.5, 0.9; T5.1, 0.1"
751,DRP,Darling Riverine Plains,Eucalypt Woodlands,Other tussock grasslands,96644,0.0126,,,,"T4.5, 0.8; T5.1, 0.2",TF1.5,,"T4.5, 0.8; T5.1, 0.2"
752,DRP,Darling Riverine Plains,Casuarina Forests and Woodlands,Other tussock grasslands,1172,0.0002,,,,"T4.5, 0.8; T5.1, 0.2",T4.4,,"T4.5, 0.8; T5.1, 0.2"
753,DRP,Darling Riverine Plains,Eucalypt Open Woodlands,Other tussock grasslands,1304,0.0002,,,,"T4.5, 0.8; T5.1, 0.2",TF1.5,,"T4.5, 0.8; T5.1, 0.2"
754,DRP,Darling Riverine Plains,Tussock Grasslands,Other tussock grasslands,588322,0.0766,585936,0.0762,"T4.5, 0.8; T5.1, 0.2","T4.5, 0.8; T5.1, 0.2","T4.5, 0.9; T5.1, 0.1",,"T4.5, 0.8; T5.1, 0.2"
755,DRP,Darling Riverine Plains,"Chenopod Shrublands, Samphire Shrublands and Forblands",Other tussock grasslands,731,0.0001,,,,"T4.5, 0.8; T5.1, 0.2",T5.1,,"T4.5, 0.8; T5.1, 0.2"
756,DRP,Darling Riverine Plains,"Inland aquatic - freshwater, salt lakes, lagoons",Other tussock grasslands,8475,0.0011,,,,"T4.5, 0.8; T5.1, 0.2","TF1.5, 0.9; F2.5, 0.1",,"T4.5, 0.8; T5.1, 0.2"
757,DRP,Darling Riverine Plains,Mallee Open Woodlands and Sparse Mallee Shrublands,Other tussock grasslands,85,0,,,,"T4.5, 0.8; T5.1, 0.2",T5.6,,"T4.5, 0.8; T5.1, 0.2"
758,DRP,Darling Riverine Plains,Eucalypt Woodlands,"Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",2,0,,,,"T2.6, 0.51; F2.7, 0.49",TF1.5,,"T2.6, 0.51; F2.7, 0.49"
759,DRP,Darling Riverine Plains,"Other Grasslands, Herblands, Sedgelands and Rushlands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",2498,0.0003,2625,0.0003,"T2.6, 0.51; F2.7, 0.49","T2.6, 0.51; F2.7, 0.49",TF1.3,,"T2.6, 0.51; F2.7, 0.49"
760,DRP,Darling Riverine Plains,"Chenopod Shrublands, Samphire Shrublands and Forblands","Mixed chenopod, samphire +/- forbs",116013,0.0151,688384,0.0896,T5.1,T5.1,T5.1,,T5.1
761,DRP,Darling Riverine Plains,"Naturally bare - sand, rock, claypan, mudflat","Naturally bare, sand, rock, claypan, mudflat",44410,0.0058,44410,0.0058,T7.1,T7.1,T7.1,,T7.1
762,DRP,Darling Riverine Plains,Eucalypt Woodlands,"Freshwater, dams, lakes, lagoons or aquatic plants",1,0,,,,"TF1.5, 0.9; F2.5, 0.1",TF1.5,,"TF1.5, 0.9; F2.5, 0.1"
763,DRP,Darling Riverine Plains,Eucalypt Open Woodlands,"Freshwater, dams, lakes, lagoons or aquatic plants",1,0,,,,"TF1.5, 0.9; F2.5, 0.1",TF1.5,,"TF1.5, 0.9; F2.5, 0.1"
764,DRP,Darling Riverine Plains,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",225193,0.0293,236090,0.0307,"TF1.5, 0.9; F2.5, 0.1","TF1.5, 0.9; F2.5, 0.1","TF1.5, 0.9; F2.5, 0.1",,"TF1.5, 0.9; F2.5, 0.1"
765,DRP,Darling Riverine Plains,Acacia Open Woodlands,Mulga (Acacia aneura) open woodlands and sparse shrublands +/- tussock grass,247,0,,,,T5.3,TF1.5,,T5.3
766,DRP,Darling Riverine Plains,Acacia Shrublands,Mulga (Acacia aneura) open woodlands and sparse shrublands +/- tussock grass,2794,0.0004,2794,0.0004,T5.3,T5.3,T5.3,,T5.3
767,DRP,Darling Riverine Plains,Eucalypt Open Woodlands,Eucalyptus open woodlands with shrubby understorey,192503,0.0251,215080,0.028,TF1.5,TF1.5,TF1.5,,TF1.5
768,DRP,Darling Riverine Plains,Eucalypt Open Forests,Eucalyptus open woodlands with a grassy understorey,75,0,,,,TF1.5,"TF1.2, 0.7; TF1.5, 0.3",,TF1.5
769,DRP,Darling Riverine Plains,Eucalypt Woodlands,Eucalyptus open woodlands with a grassy understorey,2,0,,,,TF1.5,TF1.5,,TF1.5
770,DRP,Darling Riverine Plains,Eucalypt Open Woodlands,Eucalyptus open woodlands with a grassy understorey,2180151,0.2838,179984,0.0234,TF1.5,TF1.5,TF1.5,,TF1.5
771,DRP,Darling Riverine Plains,Eucalypt Open Woodlands,Eucalyptus low open woodlands with a shrubby understorey,434,0.0001,434,0.0001,"TF1.5, 0.6; T5.6, 0.4","TF1.5, 0.6; T5.6, 0.4",TF1.5,,"TF1.5, 0.6; T5.6, 0.4"
772,DRP,Darling Riverine Plains,Eucalypt Open Woodlands,Eucalyptus (+/- low) open woodlands with a chenopod or samphire understorey,73926,0.0096,73926,0.0096,"TF1.5, 0.4; T5.6, 0.6","TF1.5, 0.4; T5.6, 0.6",TF1.5,,"TF1.5, 0.4; T5.6, 0.6"
773,DRP,Darling Riverine Plains,Other Shrublands,Lignum shrublands and wetlands,90218,0.0117,90045,0.0117,TF1.5,TF1.5,TF1.5,,TF1.5
774,DRP,Darling Riverine Plains,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",418,0.0001,37329,0.0049,TF1.2,TF1.2,TF1.5,,TF1.2
775,DRP,Darling Riverine Plains,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",10404,0.0014,10404,0.0014,"TF1.2, 0.7; TF1.5, 0.3","TF1.2, 0.7; TF1.5, 0.3","TF1.2, 0.7; TF1.5, 0.3",,"TF1.2, 0.7; TF1.5, 0.3"
776,DRP,Darling Riverine Plains,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",7319,0.001,7389,0.001,TF1.3,TF1.3,TF1.3,,TF1.3
777,DRP,Darling Riverine Plains,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a hummock grass understorey,721,0.0001,490,0.0001,T5.6,T5.6,T5.6,,T5.6
778,DRP,Darling Riverine Plains,Other Open Woodlands,Callitris open woodlands,2095,0.0003,2095,0.0003,T5.6,T5.6,"T5.6, 0.9; T4.4, 0.1",,T5.6
779,DRP,Darling Riverine Plains,Casuarina Forests and Woodlands,Casuarina and Allocasuarina open woodlands with a tussock grass understorey,82,0,,,,TF1.5,T4.4,,TF1.5
780,DRP,Darling Riverine Plains,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a tussock grass understorey,5753,0.0007,1639,0.0002,TF1.5,TF1.5,"T5.6, 0.9; T4.4, 0.1",,TF1.5
781,DRP,Darling Riverine Plains,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,147611,0.0192,147611,0.0192,"T5.6, 0.9; T4.4, 0.1","T5.6, 0.9; T4.4, 0.1","T5.6, 0.9; T4.4, 0.1",,"T5.6, 0.9; T4.4, 0.1"
782,DRP,Darling Riverine Plains,Other Open Woodlands,Other open woodlands,188,0,188,0,T5.6,T5.6,"T5.6, 0.9; T4.4, 0.1",,T5.6
783,DRP,Darling Riverine Plains,Eucalypt Open Forests,Unclassified native vegetation,1,0,,,,,"TF1.2, 0.7; TF1.5, 0.3",,"TF1.2, 0.7; TF1.5, 0.3"
784,DRP,Darling Riverine Plains,Eucalypt Woodlands,Unclassified native vegetation,1964,0.0003,,,,,TF1.5,,TF1.5
785,EIU,Einasleigh Uplands,Rainforests and Vine Thickets,Tropical or sub-tropical rainforest,943,0.0001,926,0.0001,T1.1,T1.1,T1.2,,T1.1
786,EIU,Einasleigh Uplands,Eucalypt Tall Open Forests,Eucalyptus open forests with a shrubby understorey,1376,0.0002,,,,,T2.5,,T2.5
787,EIU,Einasleigh Uplands,Eucalypt Open Forests,Eucalyptus open forests with a shrubby understorey,110644,0.0144,,,,,T4.2,,T4.2
788,EIU,Einasleigh Uplands,Eucalypt Low Open Forests,Eucalyptus open forests with a shrubby understorey,13376,0.0017,,,,,,,
789,EIU,Einasleigh Uplands,Eucalypt Open Forests,Eucalyptus open forests with a grassy understorey,286101,0.0372,55761,0.0073,T4.2,T4.2,T4.2,,T4.2
790,EIU,Einasleigh Uplands,Eucalypt Low Open Forests,Eucalyptus open forests with a grassy understorey,3758,0.0005,,,,T4.2,,,T4.2
791,EIU,Einasleigh Uplands,Eucalypt Woodlands,Eucalyptus open forests with a grassy understorey,1523491,0.1983,,,,T4.2,T4.2,,T4.2
792,EIU,Einasleigh Uplands,Rainforests and Vine Thickets,Warm temperate rainforest,981,0.0001,981,0.0001,T1.1,T1.1,T1.2,,T1.1
793,EIU,Einasleigh Uplands,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,1222418,0.1591,198152,0.0258,T4.2,T4.2,T4.2,,T4.2
794,EIU,Einasleigh Uplands,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,3235060,0.4211,6011369,0.782,T4.2,T4.2,T4.2,,T4.2
795,EIU,Einasleigh Uplands,Acacia Forests and Woodlands,Eucalyptus woodlands with a tussock grass understorey,254,0,,,,T4.2,"T4.3, 0.51; T5.6, 0.49",,T4.2
796,EIU,Einasleigh Uplands,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,548,0.0001,265,0,T4.3,T4.3,T4.2,,T4.3
797,EIU,Einasleigh Uplands,Callitris Forests and Woodlands,Callitris forests and woodlands,677,0.0001,7834,0.001,T4.2,T4.2,T4.2,,T4.2
798,EIU,Einasleigh Uplands,Acacia Open Woodlands,Brigalow (Acacia harpophylla) forests and woodlands,139,0,139,0,T5.3,T5.3,T4.3,,T5.3
799,EIU,Einasleigh Uplands,Acacia Forests and Woodlands,Other Acacia forests and woodlands,312647,0.0407,336286,0.0437,"T4.3, 0.51; T5.6, 0.49","T4.3, 0.51; T5.6, 0.49","T4.3, 0.51; T5.6, 0.49",,"T4.3, 0.51; T5.6, 0.49"
800,EIU,Einasleigh Uplands,Rainforests and Vine Thickets,Melaleuca open forests and woodlands,3,0,,,,"TF1.2, 0.8; T4.2, 0.2",T1.2,,"TF1.2, 0.8; T4.2, 0.2"
801,EIU,Einasleigh Uplands,Melaleuca Forests and Woodlands,Melaleuca open forests and woodlands,148903,0.0194,229530,0.0299,"TF1.2, 0.8; T4.2, 0.2","TF1.2, 0.8; T4.2, 0.2","TF1.2, 0.8; T4.2, 0.2",,"TF1.2, 0.8; T4.2, 0.2"
802,EIU,Einasleigh Uplands,Other Forests and Woodlands,Other forests and woodlands,140633,0.0183,131666,0.0171,T4.2,T4.2,T4.2,,T4.2
803,EIU,Einasleigh Uplands,Low Closed Forests and Tall Closed Shrublands,Other forests and woodlands,5,0,,,,T4.2,T3.2,,T4.2
804,EIU,Einasleigh Uplands,Eucalypt Open Woodlands,Eucalyptus low open woodlands with hummock grass,79664,0.0104,149312,0.0194,T4.2,T4.2,T4.2,,T4.2
805,EIU,Einasleigh Uplands,Eucalypt Open Woodlands,Eucalyptus low open woodlands with tussock grass,992843,0.1292,3405785,0.4431,T4.2,T4.2,T4.2,,T4.2
806,EIU,Einasleigh Uplands,Acacia Open Woodlands,Eucalyptus low open woodlands with tussock grass,684,0.0001,,,,T4.2,T4.3,,T4.2
807,EIU,Einasleigh Uplands,Acacia Shrublands,Other Acacia tall open shrublands and [tall] shrublands,20611,0.0027,304,0,T4.3,T4.3,T4.3,,T4.3
808,EIU,Einasleigh Uplands,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,66981,0.0087,36584,0.0048,T4.3,T4.3,T4.3,,T4.3
809,EIU,Einasleigh Uplands,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,19,0,,,,,T4.3,,T4.3
810,EIU,Einasleigh Uplands,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,20884,0.0027,33842,0.0044,"TF1.2, 0.98; T4.3, 0.02","TF1.2, 0.98; T4.3, 0.02","TF1.2, 0.98; T4.3, 0.02",,"TF1.2, 0.98; T4.3, 0.02"
811,EIU,Einasleigh Uplands,Heathlands,Heathlands,23,0,,,,,,,
812,EIU,Einasleigh Uplands,Other Shrublands,Other shrublands,1897,0.0002,2394,0.0003,"T4.2, 0.8; T4.3, 0.2","T4.2, 0.8; T4.3, 0.2",T4.2,,"T4.2, 0.8; T4.3, 0.2"
813,EIU,Einasleigh Uplands,Tussock Grasslands,Mitchell grass (Astrebla) tussock grasslands,172330,0.0224,172692,0.0225,"T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T4.2, 0.1",,"T4.5, 0.9; T5.1, 0.1"
814,EIU,Einasleigh Uplands,Tussock Grasslands,Blue grass (Dicanthium) and tall bunch grass (Vitiveria syn: Chrysopogon) tussock grasslands,236205,0.0307,17168,0.0022,"T4.5, 0.9; T4.2, 0.1","T4.5, 0.9; T4.2, 0.1","T4.5, 0.9; T4.2, 0.1",,"T4.5, 0.9; T4.2, 0.1"
815,EIU,Einasleigh Uplands,Tussock Grasslands,Other tussock grasslands,74795,0.0097,246359,0.0321,"T4.2, 0.2; T4.5, 0.8","T4.2, 0.2; T4.5, 0.8","T4.5, 0.9; T4.2, 0.1",,"T4.2, 0.2; T4.5, 0.8"
816,EIU,Einasleigh Uplands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",119,0,,,,,TF1.4,,TF1.4
817,EIU,Einasleigh Uplands,"Naturally bare - sand, rock, claypan, mudflat","Naturally bare, sand, rock, claypan, mudflat",1369,0.0002,63266,0.0082,"F2.5, 0.6; T4.3, 0.4","F2.5, 0.6; T4.3, 0.4","F2.5, 0.6; T4.3, 0.4",,"F2.5, 0.6; T4.3, 0.4"
818,EIU,Einasleigh Uplands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Freshwater, dams, lakes, lagoons or aquatic plants",101,0,,,,"TF1.4, 0.2; F3.1, 0.8",TF1.4,,"TF1.4, 0.2; F3.1, 0.8"
819,EIU,Einasleigh Uplands,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",20597,0.0027,10180,0.0013,"TF1.4, 0.2; F3.1, 0.8","TF1.4, 0.2; F3.1, 0.8","TF1.4, 0.2; F3.1, 0.8",,"TF1.4, 0.2; F3.1, 0.8"
820,EIU,Einasleigh Uplands,Eucalypt Open Woodlands,Eucalyptus open woodlands with shrubby understorey,87303,0.0114,98449,0.0128,T4.2,T4.2,T4.2,,T4.2
821,EIU,Einasleigh Uplands,Eucalypt Open Woodlands,Eucalyptus open woodlands with a grassy understorey,2625209,0.3417,,,,,T4.2,,T4.2
822,EIU,Einasleigh Uplands,Other Shrublands,Melaleuca shrublands and open shrublands,70057,0.0091,1405,0.0002,T4.2,T4.2,T4.2,,T4.2
823,EIU,Einasleigh Uplands,Eucalypt Open Woodlands,Eucalyptus low open woodlands with a shrubby understorey,17,0,14989,0.0019,T4.3,T4.3,T4.2,,T4.3
824,EIU,Einasleigh Uplands,Acacia Shrublands,Eucalyptus low open woodlands with a shrubby understorey,7719,0.001,,,,T4.3,T4.3,,T4.3
825,EIU,Einasleigh Uplands,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",473,0.0001,473,0.0001,TF1.2,TF1.2,T4.2,,TF1.2
826,EIU,Einasleigh Uplands,Rainforests and Vine Thickets,Dry rainforest or vine thickets,127783,0.0166,125838,0.0164,T1.2,T1.2,T1.2,,T1.2
827,EIU,Einasleigh Uplands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",2570,0.0003,24636,0.0032,TF1.4,TF1.4,TF1.4,,TF1.4
828,EIU,Einasleigh Uplands,Other Open Woodlands,Melaleuca open woodlands,13092,0.0017,,,,,,,
829,EIU,Einasleigh Uplands,Other Open Woodlands,Other open woodlands,544,0.0001,,,,,,,
830,ESP,Esperance Plains,Eucalypt Open Forests,Eucalyptus open forests with a shrubby understorey,804,0.0001,714,0.0001,T2.6,T2.6,T2.6,,T2.6
831,ESP,Esperance Plains,Eucalypt Low Open Forests,Eucalyptus open forests with a shrubby understorey,8783,0.0011,4913,0.0006,T2.6,T2.6,T2.6,,T2.6
832,ESP,Esperance Plains,Tropical Eucalypt Woodlands/Grasslands,Tropical Eucalyptus forest and woodlands with a tall annual grassy understorey,350,0,51,0,T2.6,T2.6,T2.6,,T2.6
833,ESP,Esperance Plains,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,182303,0.0237,97662,0.0127,T3.2,T3.2,T3.2,,T3.2
834,ESP,Esperance Plains,Melaleuca Forests and Woodlands,Melaleuca open forests and woodlands,1786,0.0002,791,0.0001,TF1.2,TF1.2,TF1.2,,TF1.2
835,ESP,Esperance Plains,Other Forests and Woodlands,Other forests and woodlands,23281,0.003,20458,0.0027,T3.2,T3.2,T3.2,,T3.2
836,ESP,Esperance Plains,Acacia Shrublands,Other Acacia tall open shrublands and [tall] shrublands,5372,0.0007,9758,0.0013,T3.2,T3.2,T3.2,,T3.2
837,ESP,Esperance Plains,Mallee Woodlands and Shrublands,Mallee with hummock grass,131164,0.0171,57517,0.0075,"T5.6, 0.6; T3.2, 0.4","T5.6, 0.6; T3.2, 0.4",T3.2,,"T5.6, 0.6; T3.2, 0.4"
